waktu,username,teks_bersih,kategori_isu,urgensi,sentimen,lokasi_insiden
Mar 29,@baroesy,"DR. Ahmad Anjai Al Baroesy, M.P air keruh SIBOLGA MASIH MURUNG?
Peristiwa kelam 3 bulan lalu Belum mampu terhapus dari wajah Pantai Pandan Sibolga, , gunung menggundul, mau saksikan langsung? yuk... ikut bareng saya Live TIKTOK sore ini pukul 17. 40 langsung dari Pantai Pandan Sibolga
Dr. Ahmad Anjai Al Baroesy",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 29,@ayyachiyya,"Yaci || ENHYPEN IS 7 air mati blm sehari balik anjir, mati lampu, , jaringan kyk tai",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 29,@canaakm,♡ air mati suer susah bgt gaada beginii,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 29,@MongabayID,"Mongabay Indonesia krisis air Berbalut tradisi, Kupatan Kendeng menjadi ajang konsolidasi warga Rembang untuk menuntut penutupan tambang semen demi menghentikan dan kerugian ekonomi masif akibat rusaknya ekosistem karst.",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 29,@kadangsemangat,Halodit! krisis air Dan jangan dikit dikit dukung proyek destruktif pemerintah cuma karena dijanjiin tambang. Padahal jelas² tambang (apalagi yg gk dikelola dg benar) bisa ngerusak ekosistem dan bikin .,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 29,@doremiping,"ᥫ᭡.ִֶָ𓂃𝚊𝚎-𝚠𝚒 ˎˊ˗ air mati Ngape pula bjir, dah kebelet pen berak gini",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 29,@_milkyway15,★milky way★ krisis air Disini sudah sejak H-5 lebaran,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@potrzayed,GHOSTBUSTERS Ngomong kok sama orang yang suka mancing di a ir keruh,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@jmjfrlf7_7,san krisis air ga pernah sengarep ini dibales chat sama kang galon. ini beneran aku engga punya air kecuali air sumur,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@gilateori,Al D. Syah air mati Jgn bilang lagi..,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@nusabalicom,NusaBali.com krisis air Para petani di seluruh wilayah Kecamatan Dawan kini menghadapi yang mengancam keberlangsungan tanaman padi.,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@hanyatulang,"ariesbaik air keruh Aku pulang emang ibarat dalam , suram.
Jadi senggol dikit, marah.
Dll
Pokoknya bener2, keadaan kacau akan mengundang kekacauan yg lain.

Meskipun ketemu keluarga dan temen ga ada yg zonk. Tapi tetep aku mumet makin mumet.
Yg di pikiran apa yg di luar, bertabrakan",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@UMMcampus,"Universitas Muhammadiyah Malang | UMM Ancam Panen, KKN UMM Bangun Sistem Irigasi Kolaboratif untuk Desa | Krisis Air …",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@Ahans_99,Ahans99 air keruh Pengen dipersekusi kedua kali bro?? Mancing2 di kau!?!?,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@msiswakeadilan,Mahasiswa Keadilan Malaysia air keruh Adalah sangat mendukacitakan apabila ada kelompok mahasiswa yang cuba menangguk di demi meraih mileage politik murah. Mengambil kesempatan atas kesempitan rakyat dan isu peperangan tanpa sandaran fakta bukanlah watak seorang intelektual.,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 27,@setiawangandy,Gandy Setiawan air keruh Turkish Airlines ni mancing di apa gmn ya.. shud i?!,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 27,@musicgift_ljh,cecil gak badut lagi kagakkkk itu yah jihoon cuci muka di westafel p as air mati,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 27,@apalagijuni,"april jual kripik kuda lumping krisis air Tapi bener loh sarannya, kalau ga diingetin bisa-bisa damkar jadi lebih sibuk dari biasanya, kita juga nambah buat madamin api:(",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 27,@angel_cosmos7,"m.cass & Empangan Merosot: Cuaca kering melampau menyebabkan paras air di empangan utama (seperti Empangan Muda) merosot ke tahap kritikal (bawah 10%). Beberapa kawasan di utara sudah merekodkan lebih 17 hari tanpa hujan langsung, meningkatkan risiko catuan air. Krisis Air",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 27,@pamjaya_dki,"PAM JAYA , mohon maaf atas ketidaknyamanannya, perihal kendala Halo Ibu air mati",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 27,@jam_aldin,Jamal Udin Seperti orang luar yg Apa ada wahabi salafi nama akunnya dewi kayangan?,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 27,@Solsukajk,Den yeee i sumpah nangis banjir teruk air mata ni confirm selangor takde dah lepasni,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 27,@deni_pria,Auk krisis air Benar biar indonesia juga merasakan dan blackout total tanpa internet dan listrik. mantap,Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 27,@oryzasativa59,"Astrophi PDAM mati 1. Aku pekerja shift, yg menrutku capeknya lumayan
2. Belajar manage kebersihan rumah walau gak bisa tiap hari banget
3. Kadang masak kadang beli jadi
4. Kontrol semua sudut rumah
5. Belajar problem solving spt air , pralon PDAM putus, kucing liar mati didlm rumah",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 27,@nu_online,"NU Online krisis air Petani Kendeng ungkap dampak tambang semen di Kendeng: konflik sosial, , hingga ancaman lingkungan.",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 27,@kitadanbumi,"Kita dan Bumi krisis air Menurut kamu, apa yang harus dilakukan pemerintah untuk menyelamatkan Indonesia dari ancaman ini?

Tulis pendapatmu di kolom komentar, ya!",Air & Sanitasi,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
nico delanoHenry@P.,@NHenryp29864,? Banjir 21s,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
choppa,@kikodzuken,banjir Ah elah mulu ni rumah 1m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Yohanes Prayogo,@yohprayogo,"Gempa Jawa Barat Diguncang 111 Selama Maret 2026, Warga Harus Siaga! 1m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
shely | PCD SELAMANYA,@jaeeeehyuk,"banjir sumpah ini selama 4 tahun ngekost baru kali ini , DAN INI TINGGI, HAMPIR SELUTUT 1.0 1m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
fay,@hanpompurin,untung sibohay GAGAH DAN BERANI aman aje diterpang baru keluar rumah langsung dikasih hujan badai banjir 1.0 2m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
AllQuakes - EMSC,@EMSC,( 3m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
ATU | FREEBIES ON,@barxatuu,"banjir stay safe kak, pantes Karina takut petir ternyata sampai 1.0 3m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Yudi Hidayat,@Sky88Vault,gempa Pemerintah telah menunjukkan komitmen luar biasa dalam membantu korban bencana di Sulawesi Utara dan Maluku Utara. Bersama kita bangkit dan saling mendukung! 3m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
masha,@rhdwn90,"gempa Rin aku kalo ada petir ga kedengeran, kemaren aja aku ngira jet lag abis naik mobil berjam jam 3m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
urfvrtcacaa,@n4hceah_,BANJIR packing paket ka rue dan ka na aja aku nangis ( maaf kl nanti nerima paketnya keburu angst ) YG PACKING JUGA AIR MATA 4m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
jian lg galau binti sedih #TASTE,@akujiahn,"banjir gimana keadaan kalian tudey guys? apakah masih air mata? aku sih masih, malah makin 1.0 4m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
pii ฅ₍ᓀ‸ᓂマ ੭,@tyo_ochan972,"BANJIR Maacii

EH DILLA, ITU OKE GA DIBACA PAS LAGI DI LUAR? TAKUT BGT TIBA2 DI PERPUS 🫪 5m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
shely | PCD SELAMANYA,@jaeeeehyuk,BANJIR WOYY 2.0 6m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
sa,@bluuesaa,BANJIR ALAAAHHHH LAGI AIR MATA GW 6m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Rumah Kocheng Anjhing 2,@KochengRumah,"Omah Anabul kaka- kaka kami sangat membutuhkan bantuan  untuk anak2 kami untuk perbaikan tempat mereka yg rusak parah terkena , dan membutuhkan kusen, ensel pintu,  semen, batu krikil, batu bata, dan 2 kipas angin karna kmrin kipas angin mereka rusak karna debit air yg tinggi merendam 1.0 7m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
r,@kalengmatcha,"finishnya natural bgt tahan seharian ga kalo cushion buat normal to oily skin yg mudah jerawatan kayak aku, aku saranin BGT BGT pake laneige yg ini longsor 8m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Rumah Kocheng Anjhing 2,@KochengRumah,"Omah Anabul Makin lama makin habis aja ini bangunan.. Dari tembok pada jebol- jebol bolong dan kusen2 pintu pada kropos karena di hantam yg sering dan debit air yg tinggi, sampai beberapa kli juga barang2 tersapu 1.0 8m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Elshinta Tegal,@elshinta_tegal,banjir BNPB laporkan jumlah pengungsi Demak jadi 2.839 jiwa 9m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
istri daniel caesar,@fooltearsm,gempa kabar dari BMKG muncul terus 9m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
selesai rewang,@pakrtgalau,banjir masuk angin sel angine gedi tur 10m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Tidak ada Asep kalau,@tidakadaapi,Moskii pionir Godaanya terlalu yahud ditambah testimoni istrimu serta istriku itu 10m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
AllQuakes - EMSC,@EMSC,( 11m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
ayes,@saamicinn,banjir anying cadas 1.0 11m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
MPN Indonesia,@MPN_Indonesia,"banjir Terekam momen mengharukan ketika seekor kucing peliharaan berwarna oren berhasil selamat dari terjangan yang melanda kawasan tempat tinggalnya, lalu langsung menghampiri pemiliknya sambil mengeong pilu. 11m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
jatayu nuswantoro,@JatayuN67242,"gempa Rumah udah ada yg retak karna , eh dia baru nongol, kek polisi India emang instansi di indonesia 11m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Okkotsu Lunar,@quinceyxzx,banjir OIYA WKWKW daerah mana? Awas a 1.0 12m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
`,@_,banjir lagi kalo udh liat hc.. pengen kekepin hc. 12m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
mbullʕ•ﻌ•ʔ,@mbullcie_,"banjir Aku sedih bgt jujur, linglung ada rasa hampa ada, liat postingan ini lewat lagi langsung 13m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
DIcky Takaria,@ochieketan,banjir Iya.. Kasian yg lagi 13m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
joyii,@redvlvtorchiz,gempa info bmkg saat ini: tidak berpotensi baku bale! 16m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
chip,@chictactos,banjir bener.. kalau ini kejadian di tahun 2021 bekasi bakal tapi itu air mata gw semua 16m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Kii,@kii_mos,gempa akhirnya asep beli skin susu ! 1.0 17m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Einzelkampf,@Einzelkampfen,gempa 1.0 17m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
in my deadline era,@ulatsagukah,Lebih ke Bandung kan cekungan banjir 17m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
The Duke of Sawangan (new account),@ra_tri_an,"banjir Ada beberapa adegan di Passion of The Christ yg bikin gw air mata. Pertama itu wkt Yesus jatuh di dpn ibunya, yg kedua di adegan flashback menolong Maria Magdalena. Kita tau siapa Maria Magdalena, dan dia juga satu2nya perempuan selain Bunda Maria yg setia di Golgota. 1.0 17m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
BukanHeadline,@seketikanet,"gempa Yang gak diceritain di berita…

Jaringan telekomunikasi Sulawesi Utara pulih 100% kurang dari 24 jam usai M 7,6.

Menurut kamu, sudah cukup cepat atau masih perlu evaluasi? 18m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
AllQuakes - EMSC,@EMSC,( 18m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
ninu ninu,@Aninzuliii,"banjir Sebelum kmren, h-2 lebaran kalau ga salah jga sempet di jl Soekarno-Hatta hujan angin pohon tumbang kanan kiri ditambah , trs seminggu lalu jga hujan es+angin reklame ambruk. Beneran kaga diperhatikan bgt ni kota sama pengurusnya 18m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
el ઇ ଓ,@myfortuncookies,Kak banjir air mata lagi ini kak 19m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
midsunhaze,@skyrasenjaa_,BANJIR AIR MATA GUA ANJIR MBACA NYAAAAA 20m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
matapadma,@matapadma,"res-demak-siagakan-ratusan-personel-tanggul-jebol-di-guntur-picu-banjir-meluas/ ""Luapan air yang berasal dari hulu Bendungan Glapan di Kabupaten Grobogan terus meningkat, sehingga memperparah kondisi di wilayah hilir.""

Baca selengkapnya: … 21m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
AllQuakes - EMSC,@EMSC,( 22m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
MadMax,@dimaskerik,"banjir Tp membuang sembarangan di sungai juga tidak bijak, bisa menimbulkan kerusakan ekologi dan mengakibatkan .
Apakah semua harus ikut menanggung ? 22m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
nae •⁠ᴗ⁠•,@ininaeyaa,"banjir org gila mana yg mutusin buat nonton tds 4 encore LAST DAY yg air mata itu???? 

gw lah orgnya 25m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
d0ri,@saintsuals,..... rumah gue gapernah banjir banjir 26m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
jen yeoching | feel free to bub,@calumhojd,"banjir kayanya gw hsrus stop buka sosmed selama beberapa saat, karna ternyata masih tiap liat video 7dream dan tweet orang2 26m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
teri asin,@haeraaja,banjir danau 8 air mata markf 27m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
AllQuakes - EMSC,@EMSC,( 29m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
naraaaaajalahya (junkyu's gf),@lovelylonelyna,banjir pokoknya klo berarti air mata sey menunggu abi sahi apdet 29m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
wdy,@kerlucuan,banjir ya Allah 29m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
𝐫𝐫𝐚,@Tanyaaniruha,"Bete banget udah full make up di rumah, baru naik motor pada Oily + gampang keringetan pake apa ya? longsor 29m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
al.,@mychhew,BANJIR SIAPA YG EDIT... BGT AIR MATA GW 29m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Kodim 1310 Bitung,@kodimbitung,"Gempa Tinjau Lokasi Terdampak Bencana , Dandim 1310/Bitung Bersama Forkopimda Bitung Dampingi Kunjungan Kerja Kapusdatin BNPB RI 30m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Berita Harian,@bharianmy,lemah 3.1 magnitud landa perairan Batu Pahat Gempa #BHnasional 31m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Kodim 0312/Padang,@Kodim_0312,"Gempa Keluarga Besar Kodim 0312/Padang MengucapkanTurut Berduka Cita Atas Korban diSulawse Utara dan Maluku Utara
"" Semoga Saudara-Saudara Kita yang Mendapatkan Musibah ini Selalu diBerikan Kekuatan dan Ketabahan Serta Perlindungan Tuhan yang Maha Esa, Aamiin... "" 32m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
METRO TV,@Metro_TV,"gempa Kepala Badan Nasional Penanggulangan Bencana (BNPB), Letjen TNI Suharyanto, melakukan kunjungan kerja ke sejumlah wilayah terdampak bumi di Provinsi Sulawesi Utara, Jumat malam (3/4). Kunjungan ini bertujuan untuk memastikan penanganan darurat pascabencana berjalan secara 33m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
InfoBMKGMaluku,@InfobmkgM,"Gempa Info Mag:2.7, 4-Apr-26 14:38:33 WIB, Lok: 2.47 LS - 128.77 BT (92 km Timur Laut SERAMBAGIANBARAT-MALUKU), Kedlmn: 9 km ::BMKG 33m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Nanda_Setiawan,@codyinspace,gempa Pemerintah telah menunjukkan respons cepat dalam mengatasi dampak bumi di Sulawesi Utara dan Maluku Utara. Mari kita dukung upaya mereka demi kesejahteraan korban. 34m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
✦ ouen ✦,@ItouChisen,banjir aku panik WKWKWK orang dari akunmuuu *tengkyuh* 34m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
InfoBMKGMaluku,@InfobmkgM,"Gempa Info Mag:2.6, 4-Apr-26 14:32:47 WIB, Lok: 2.42 LS - 128.83 BT (99 km Utara MALUKUTENGAH), Kedlmn: 15 km ::BMKG 34m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
sapuluah baleh,@SapuluahB36501,gempa udh gua blg anying sekeluarga ehh trnyata kemaren nya 1.8K 34m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
sepaturodaa6,@seouljktt5867,banjir lucu bgttt wkwk kalo lagu nya ceria gini ga netes air mataku.... tp kalo udah pake lagu sedih2 lgsg mataku 35m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
AllQuakes - EMSC,@EMSC,( 36m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
AllQuakes - EMSC,@EMSC,( 1.0 36m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Astro AWANI,@501Awani,"gempa Pusat terletak di daerah Tusba, Van, pada kedalaman tujuh kilometer. 36m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Almer,@Kutekians,"longsor Thank you Pak Chey.
IHSG/XAUIDR terus ya, all time low since 2000 1.0 36m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Serambi Indonesia,@serambinews,"banjir Sejak beberapa waktu lalu, puluhan unit rumah Huntap bagi korban di Jangka, Bireuen mulai dibangun, ada yang sedang plester dinding, pemasangan batako, penggalian fondasi, pengecoran fondasi maupun sedang pengantaran material bangunan. 36m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Buletin TV3,@BuletinTV3,lemah 3.1 magnitud landa perairan Batu Pahat Gempa 38m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
sya,@daeyries,(yg mundur dir gapernah se gelisah ini liat orang mundur dari jabatannya dan ngajuin pensiun dini gempa 39m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Dandi Tcell,@DandiTcell60224,gempa Tiap hari apakah dunia ini sdh tua 40m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
euna!*,@eunaismm,"banjir Gw banget, mommy sumi 40m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
niya𓂃 ♡ ⊹,@niyeowss,"banjir mata ak pipis terus, enih klo indonesia pasti air mata ak yg mengalir 1.0 40m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Andhika Mahaindra,@mahaindraa,"banjir benar. tapi ada faktor lain juga :
- rumah masih layak tinggal sampe 7thn+
- tidak punya urgensi untuk renovasi
- bunganya flat, jadi ga ada tiba tiba tagihannya ga sesuai kemampuan
- selama survei daerah bebas , tapi kalo tiba tiba 41m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
AllQuakes - EMSC,@EMSC,( 43m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
botita,@botiuncut,banjir pemain onlyfans cwk thailand ganteng panjang tebel tahan lama crottt kentel kakkk 43m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
젠,@Jenofli,oleh Jenofli Banjir 45m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
nesss,@cakessmile_,"longsor kata ku lumayan.. aku pake skintint nya di muka ku yang berminyak, dia ga bikin gitu 45m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Media90.ID,@Media90Berita,"M5.0 Guncang Barat Laut Jailolo Maluku Utara, Dipastikan Tidak Berpotensi Tsunami - Gempa | Update Terkini, Semua Topik 46m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
IndoSpektrum.ID,@IndoSpektrumID,46m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
ًeca,@stillanarchive,banjir ibukotanya kak wkwkwk yg sering itu 47m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
InfoBMKGMaluku,@InfobmkgM,"Gempa Info Mag:3.4, 04-Apr-2026 14:25:55 WIB, Lok: 2.45 LS - 128.76 BT, 93 km Timur Laut SERAMBAGIANBARAT-MALUKU, Kedlmn: 4 km ::BMKG 47m",Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
moon’s eve,@mnghaio,banjir akupun takut nunggu di rumah dlu 1.0 47m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
ISA,@Dirgahayu394,kemarin apakah bom perusahaan israel di bawah laut ? Gempa 50m,Bencana & Cuaca,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
